"Abbreviation"	"Description"	"Formula"
"C21452[p]"	"(2-Aminobenzoyl)acetyl-CoA"	"C30H43N8O18P3S"
"C21453[p]"	"(2-Aminobenzoyl)acetate"	"C9H9NO3"
"C21454[p]"	"beta-1,2-Mannotriose"	"C18H32O16"
"C21455[p]"	"L-Leucyl-L-glutamyl-protein"	"C13H22N3O6R(C2H2NOR)n"
"C21456[p]"	"L-Glutamyl-protein"	"C7H11N2O5R(C2H2NOR)n"
"C21457[p]"	"L-Leucyl-L-aspartyl-protein"	"C12H20N3O6R(C2H2NOR)n"
"C21458[p]"	"L-Aspartyl-protein"	"C6H9N2O5R(C2H2NOR)n"
"C21459[p]"	"6-Hydroxyferuloyl-CoA"	"C31H44N7O20P3S"
"C21460[p]"	"(3-Hydroxy-4-methylanthranilyl)adenylate"	"C18H21N6O9P"
"C21461[p]"	"KDO2-lipid A 1-(2-aminoethyl diphosphate)"	"C112H208N3O42P3"
"C21462[p]"	"KDO2-lipid A 4'-(2-aminoethyl diphosphate)"	"C112H208N3O42P3"
"C21463[p]"	"KDO2-lipid A 1,4'-bis(2-aminoethyl diphosphate)"	"C114H214N4O45P4"
"C21464[p]"	"4-O-[(2R)-1-Glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol"	"C74H125N2O22P3"
"C21465[p]"	"L-Asparaginyl-protein"	"C6H10N3O4R(C2H2NOR)n"
"C21466[p]"	"Protein Nomega-(1-hydroxy-2-oxopropyl)-L-arginine"	"C10H17N5O4R2"
"C21467[p]"	"Protein N6-(1-hydroxy-2-oxopropyl)-L-lysine"	"C10H17N3O4R2"
"C21468[p]"	"Protein S-(1-hydroxy-2-oxopropyl)-L-cysteine"	"C7H10N2O4SR2"
"C21469[p]"	"7alpha,12alpha-Dihydroxy-3-oxochol-4-en-24-oyl-CoA"	"C45H70N7O20P3S"
"C21470[p]"	"12alpha-Hydroxy-3-oxochola-4,6-dien-24-oyl-CoA"	"C45H68N7O19P3S"
"C21471[p]"	"7alpha-Hydroxy-3-oxochol-4-en-24-oyl-CoA"	"C45H70N7O19P3S"
"C21472[p]"	"3-Oxochola-4,6-dien-24-oyl-CoA"	"C45H68N7O18P3S"
"C21473[p]"	"(1R,5aS,6R)-4a-Hydroxy-1,4,4a,5,5a,6,9,10a-octahydrophenazine-1,6-dicarboxylate"	"C14H16N2O5"
"C21474[p]"	"5,10-Dihydrophenazine-1,6-dicarboxylate"	"C14H10N2O4"
"C21475[p]"	"5,10-Dihydrophenazine"	"C12H10N2"
"C21476[p]"	"Phenazine"	"C12H8N2"
"C21477[p]"	"1-Hydroxyphenazine"	"C12H8N2O"
"C21485[p]"	"Cytidylyl molybdenum cofactor"	"C19H24MoN8O15P2S2"
"C21486[p]"	"Thio-molybdenum cofactor"	"C10H12MoN5O7PS3"
"C21487[p]"	"L-Cysteinyl-protein"	"C3H6NOS2R"
"C21488[p]"	"S-Anthraniloyl-L-cysteinyl-protein"	"C10H11N2O2SR"
"C21489[p]"	"S-Octanoyl-L-cysteinyl-protein"	"C11H20NO2SR"
"C21490[p]"	"1-(2-Aminophenyl)decane-1,3-dione"	"C16H23NO2"
"C21491[p]"	"(S)-Tembetarine"	"C20H26NO4"
"C21493[p]"	"alpha-D-Gal-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol"	"C69H115NO17P2"
"C21494[p]"	"alpha-L-Fucosyl-(1->2)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R"	"C20H34NO15R"
"C21495[p]"	"8-Geranylumbelliferone"	"C19H22O3"
"C21496[p]"	"8-Geranylesculetin"	"C19H22O4"
"C21497[p]"	"4-Hydroxybenzoyl-adenylate"	"C17H18N5O9P"
"C21498[p]"	"2-Acylphloroglucinol"	"C7H5O4R"
"C21499[p]"	"2-Acyl-4-prenylphloroglucinol"	"C12H13O4R"
"C21500[p]"	"2-Acyl-4,6-bisprenylphloroglucinol"	"C17H21O4R"
"C21501[p]"	"2-Acyl-4,6,6-trisprenylcyclohexa-2,4-dien-1-one"	"C22H29O4R"
"C21502[p]"	"4-O-Di[(2R)-1-glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol"	"C77H132N2O27P4"
"C21503[p]"	"4-O-[1-D-Ribitylphospho-(2R)-1-glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol"	"C79H136N2O29P4"
"C21504[p]"	"4-O-[(1-D-Ribitylphospho)n-(1-D-ribitylphospho)-(2R)-1-glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol"	"C79H136N2O29P4(C5H11O7P)n"
"C21505[p]"	"4-Hydroxybenzoyl-[acp]"	"C7H5O2SR"
"C21506[p]"	"17-(4-Hydroxyphenyl)heptadecanoyl-[acp]"	"C23H37O2SR"
"C21507[p]"	"19-(4-Hydroxyphenyl)nonadecanoyl-[acp]"	"C25H41O2SR"
"C21508[p]"	"4-O-(D-Ribitylphospho)n-di[(2R)-1-glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol"	"C77H132N2O27P4(C5H11O7P)n"
"C21509[p]"	"Jasmonoyl-L-amino acid"	"C14H20NO4R"
"C21510[p]"	"Nickel-sirohydrochlorin"	"C42H44N4NiO16"
"C21511[p]"	"Nickel-sirohydrochlorin a,c-diamide"	"C42H46N6NiO14"
"C21512[p]"	"15,17(3)-Seco-F430-17(3)-acid"	"C42H53N6NiO14"
"C21513[p]"	"Turicine"	"C7H13NO3"
"C21514[p]"	"D-Proline betaine"	"C7H13NO2"
"C21523[p]"	"L-Tagatose"	"C6H12O6"
"C21524[p]"	"D-Altritol"	"C6H14O6"
"C21525[p]"	"2-Methylbutanenitrile"	"C5H9N"
"C21526[p]"	"Menaquinone-9"	"C56H80O2"
"C21527[p]"	"beta-Dihydromenaquinone-9"	"C56H82O2"
"C21528[p]"	"(9Z,12Z)-Hexadeca-9,12,15-trienoyl-CoA"	"C37H60N7O17P3S"
"C21529[p]"	"Linoleoyl-[glycerolipid]"	"C18H31OR"
"C21530[p]"	"Pinolenoyl-[glycerolipid]"	"C18H29OR"
"C21531[p]"	"alpha-Linolenoyl-[glycerolipid]"	"C18H29OR"
"C21532[p]"	"Coniferonoyl-[glycerolipid]"	"C18H27OR"
"C21534[p]"	"L-Polyhomomethionine"	"C5H11NO2S(CH2)n"
"C21535[p]"	"omega-(Methylthio)-(E)-alkanal oxime"	"C4H9NOS(CH2)n"
"C21536[p]"	"L-N-Hydroxypolyhomomethionine"	"C5H11NO3S(CH2)n"
"C21537[p]"	"L-N,N-Dihydroxypolyhomomethionine"	"C5H11NO4S(CH2)n"
"C21538[p]"	"1-aci-Nitro-omega-(methylthio)alkane"	"C4H9NO2S(CH2)n"
"C21539[p]"	"(E)-1-(Glutathione-S-yl)-omega-(methylthio)alkylhydroximate"	"C14H24N4O7S2(CH2)n"
"C21559[p]"	"N-[(2S)-2-Amino-2-carboxyethyl]-L-glutamate"	"C8H14N2O6"
"C21560[p]"	"ent-Sandaracopimaradien-3beta-ol"	"C20H32O"
"C21561[p]"	"Oryzalexin E"	"C20H32O2"
"C21562[p]"	"Oryzalexin D"	"C20H32O2"
"C21563[p]"	"2-(Glutathione-S-yl)-hydroquinone"	"C16H21N3O8S"
"C21564[p]"	"[(1->4)-N-Acetyl-beta-D-glucosaminyl]n-(1->4)-N-acetyl-2-deoxy-2-amino-D-glucono-1,5-lactone"	"C8H12NO6(C8H13NO5)n-1"
"C21565[p]"	"Prodigiosin"	"C20H25N3O"
"C21566[p]"	"6-O-Methyldeacetylisoipecoside"	"C26H35NO11"
"C21567[p]"	"Pyrrolyl-2-carboxyl-S-[acyl-carrier protein]"	"C5H4NOSR"
"C21568[p]"	"4-Hydroxy-2,2'-bipyrrole-5-methanol"	"C9H10N2O2"
"C21569[p]"	"4-Hydroxy-2,2'-bipyrrole-5-carbaldehyde"	"C9H8N2O2"
"C21570[p]"	"4-Methoxy-2,2'-bipyrrole-5-carbaldehyde"	"C10H10N2O2"
"C21571[p]"	"2-Methyl-3-n-amyl-dihydropyrrole"	"C10H19N"
"C21572[p]"	"2-Methyl-3-n-amyl-pyrrole"	"C10H17N"
"C21573[p]"	"4-Keto-2-undecylpyrroline"	"C15H27NO"
"C21574[p]"	"2-Undecylpyrrole"	"C15H27N"
"C21582[p]"	"Bacteriochlorophyllide e"	"C31H26MgN4O5(R1)(R2)"
"C21583[p]"	"6-O-Methyl-N-deacetylisoipecoside aglycon"	"C20H25NO6"
"C21584[p]"	"7'-O-Demethylcephaeline"	"C27H36N2O4"
"C21585[p]"	"4-Phospho-D-threonate"	"C4H9O8P"
"C21586[p]"	"(S)-1-Hydroxy-cis-N-methylcanadine"	"C21H24NO5"
"C21587[p]"	"(13S,14R)-1,13-Dihydroxy-cis-N-methylcanadine"	"C21H24NO6"
"C21588[p]"	"(13S,14R)-13-O-Acetyl-1-hydroxy-cis-N-methylcanadine"	"C23H26NO7"
"C21589[p]"	"(13S,14R)-13-O-Acetyl-1,8-dihydroxy-cis-N-methylcanadine"	"C23H26NO8"
"C21590[p]"	"4'-O-Desmethyl-3-O-acetylpapaveroxine"	"C23H25NO8"
"C21591[p]"	"3-O-Acetylpapaveroxine"	"C24H27NO8"
"C21593[p]"	"D-Erythronate"	"C4H8O5"
"C21599[p]"	"4'-O-Desmethylpapaveroxine"	"C21H23NO7"
"C21600[p]"	"Narcotoline hemiacetal"	"C21H23NO7"
"C21601[p]"	"3-(Aminomethyl)indole"	"C9H10N2"
"C21602[p]"	"(1H-Indol-3-yl)-N-methylmethanamine"	"C10H12N2"
"C21603[p]"	"Anaerobilin"	"C35H36N4O4"
"C21604[p]"	"(3S)-6-Acetamido-3-aminohexanoate"	"C8H16N2O3"
"C21606[p]"	"2-O-(alpha-D-Mannosyl)-1-phosphatidyl-1D-myo-inositol"	"C17H27O18PR2"
"C21607[p]"	"2,6-Di-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol"	"C23H37O23PR2"
"C21608[p]"	"2-O-(6-O-Acyl-alpha-D-mannosyl)-6-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol"	"C24H36O24PR3"
"C21609[p]"	"2-O-(6-O-Acyl-alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol"	"C18H26O19PR3"
"C21610[p]"	"3-Dehydro-4-phospho-D-erythronate"	"C4H7O8P"
"C21611[p]"	"3-Dehydro-4-phospho-L-erythronate"	"C4H7O8P"
"C21612[p]"	"3-Dehydro-L-erythronate"	"C4H6O5"
"C21613[p]"	"(R)-2-(Phosphonomethyl)malate"	"C5H9O8P"
"C21614[p]"	"Glycolaldehyde phosphate"	"C2H5O5P"
"C21615[p]"	"Glycolaldehyde triphosphate"	"C2H7O11P3"
"C21616[p]"	"Psicoselysine"	"C12H24N2O7"
"C21617[p]"	"2-Dehydro-D-erythronate"	"C4H6O5"
"C21618[p]"	"2-Dehydro-L-erythronate"	"C4H6O5"
"C21619[p]"	"(2-Hydroxy-1H-indol-3-yl)acetate"	"C10H9NO3"
"C21620[p]"	"S-[(E)-N-Hydroxy(indol-3-yl)acetimidoyl]-L-glutathione"	"C20H25N5O7S"
"C21621[p]"	"Methanofuran"	"C24H31N4O8R"
"C21622[p]"	"S-[(Z)-N-Hydroxy(phenyl)acetimidoyl]-L-glutathione"	"C18H24N4O7S"
"C21623[p]"	"1-aci-Nitro-2-phenylethane"	"C8H9NO2"
"C21624[p]"	"Mycobilin a"	"C34H34N4O7"
"C21625[p]"	"Mycobilin b"	"C34H34N4O7"
"C21626[p]"	"[(1->4)-beta-D-Glucosyl]n-(1->4)-D-glucono-1,5-lactone"	"C6H9O6(C6H10O5)n-1"
"C21628[p]"	"4-Dehydro-beta-D-glucosyl-[(1->4)-beta-D-glucosyl]n-1"	"C6H9O6(C6H10O5)n-1"
"C21629[p]"	"Formylmethanofuran"	"C25H31N4O9R"
"C21630[p]"	"(S)-Norlaudanine"	"C19H23NO4"
"C21631[p]"	"(S)-Tetrahydropapaverine"	"C20H25NO4"
"C21632[p]"	"2-Hydroxyparaconate"	"C5H6O5"
"C21633[p]"	"Noroxopluviine"	"C16H17NO3"
"C21634[p]"	"Norcraugsodine"	"C15H15NO3"
"C21635[p]"	"(4aR,10bS)-Normaritidine"	"C16H19NO3"
"C21637[p]"	"Elwesine"	"C16H21NO3"
"C21639[p]"	"Maritinamine"	"C16H21NO3"
"C21640[p]"	"6-(1'-Hydroxy-2'-oxopropyl)-tetrahydropterin"	"C9H13N5O3"
"C21643[p]"	"3-Dehydro-scyllo-inosose"	"C6H8O6"
"C21644[p]"	"5-Dehydro-L-gluconate"	"C6H10O7"
"C21645[p]"	"(2R,3S)-2-Alkyl-3-hydroxyalkanoate"	"C3H4O3R2"
"C21646[p]"	"8-Amino-8-demethylriboflavin"	"C16H19N5O6"
"C21647[p]"	"Roseoflavin"	"C18H23N5O6"
"C21648[p]"	"8-Demethyl-8-(methylamino)riboflavin"	"C17H21N5O6"
"C21649[p]"	"D-Threonate"	"C4H8O5"
"C21650[p]"	"7-Methylthioheptyl-desulfoglucosinolate"	"C15H29NO6S2"
"C21651[p]"	"(R)-2-Alkyl-3-oxoalkanoate"	"C3H2O3R2"
"C21652[p]"	"RNA 2'-terminal-phosphate"	"C10H18O13P2R2(C5H8O6PR)n"
"C21653[p]"	"(+)-Kolavelool"	"C20H34O"
"C21654[p]"	"(+)-Kolavenyl diphosphate"	"C20H36O7P2"
"C21655[p]"	"Cyclobis-1,6-alpha-nigerosyl"	"C24H40O20"
"C21656[p]"	"ent-8alpha-Hydroxylabd-13-en-15-yl diphosphate"	"C20H38O8P2"
"C21657[p]"	"cis-3-Alkyl-4-alkyloxetan-2-one"	"C3H2O2R2"
"C21658[p]"	"Peregrinol diphosphate"	"C20H38O8P2"
"C21659[p]"	"alpha-Isomaltosyl-1,3-isomaltose"	"C24H42O21"
"C21660[p]"	"(+)-Isoafricanol"	"C15H26O"
"C21661[p]"	"(-)-Spiroviolene"	"C20H32"
"C21662[p]"	"(E)-1-(L-Cysteinylglycine-S-yl)-N-hydroxy-omega-(methylsulfanyl)alkane-1-imine"	"C9H17N3O4S2(CH2)n"
"C21663[p]"	"(E)-1-(L-Cysteinylglycine-S-yl)-N-hydroxy-2-(1H-indol-3-yl)ethane-1-imine"	"C15H18N4O4S"
"C21664[p]"	"(Glutathione-S-yl)(1H-indol-3-yl)acetonitrile"	"C20H23N5O6S"
"C21665[p]"	"(L-Cysteinylglycine-S-yl)(1H-indol-3-yl)acetonitrile"	"C15H16N4O3S"
"C21666[p]"	"(3R,4R)-3-[(1S)-1-Hydroxyalkyl]-4-(hydroxymethyl)oxolan-2-one"	"C7H11O4R"
"C21667[p]"	"(Z)-1-(L-Cysteinylglycine-S-yl)-N-hydroxy-2-phenylethane-1-imine"	"C13H17N3O4S"
"C21668[p]"	"(3R,4R)-3-Alkanoyl-4-(hydroxymethyl)oxolan-2-one"	"C7H9O4R"
"C21669[p]"	"12-Hydroxyjasmonate"	"C12H18O4"
"C21670[p]"	"Tsukubadiene"	"C20H32"
"C21671[p]"	"12-Sulfooxyjasmonate"	"C12H18O7S"
"C21672[p]"	"Ornithine lipid"	"C9H14N2O5R2"
"C21673[p]"	"N-Methylornithine lipid"	"C10H16N2O5R2"
"C21674[p]"	"N,N-Dimethylornithine lipid"	"C11H18N2O5R2"
"C21675[p]"	"N,N,N-Trimethylornithine lipid"	"C12H20N2O5R2"
"C21676[p]"	"(2S,3R,6S,9S)-(-)-Protoillud-7-ene"	"C15H24"
"C21677[p]"	"(3S)-(+)-Asterisca-2(9),6-diene"	"C15H24"
"C21678[p]"	"(3R)-3-Hydroxy-16-methoxy-1,2-didehydro-2,3-dihydrotabersonine"	"C22H26N2O4"
"C21679[p]"	"(-)-alpha-Amorphene"	"C15H24"
"C21680[p]"	"Lyso-ornithine lipid"	"C8H15N2O4R"
"C21681[p]"	"(+)-Corvol ether B"	"C15H26O"
"C21682[p]"	"(3R)-3-Hydroxy-2,3-dihydrotabersonine"	"C21H26N2O3"
"C21683[p]"	"(3R)-3-Hydroxy-1,2-didehydro-2,3-dihydrotabersonine"	"C21H24N2O3"
"C21684[p]"	"(+)-Eremophilene"	"C15H24"
"C21685[p]"	"(1R,4R,5S)-(-)-Guaia-6,10(14)-diene"	"C15H24"
"C21686[p]"	"(+)-(1E,4E,6S,7R)-Germacra-1(10),4-dien-6-ol"	"C15H26O"
"C21687[p]"	"(3E,7E)-Dolabella-3,7-dien-18-ol"	"C20H34O"
"C21688[p]"	"(3E,7E)-Dolathalia-3,7,11-triene"	"C20H32"
"C21689[p]"	"7-epi-alpha-Eudesmol"	"C15H26O"
"C21690[p]"	"4-epi-Cubebol"	"C15H26O"
"C21691[p]"	"omega-(Methylthio)alkyl-glucosinolate"	"C10H19NO9S3(CH2)n"
"C21692[p]"	"omega-(Methylsulfinyl)alkyl-glucosinolate"	"C10H19NO10S3(CH2)n"
"C21693[p]"	"(+)-Corvol ether A"	"C15H26O"
"C21694[p]"	"10-epi-Juneol"	"C15H26O"
"C21695[p]"	"tau-Cadinol"	"C15H26O"
"C21696[p]"	"12-Hydroxyjasmonoyl-L-amino acid"	"C14H20NO5R"
"C21697[p]"	"12-Hydroxy-12-oxojasmonoyl-L-amino acid"	"C14H18NO6R"
"C21698[p]"	"(2E,6E)-Hedycaryol"	"C15H26O"
"C21699[p]"	"12-Oxojasmonoyl-L-amino acid"	"C14H18NO5R"
"C21700[p]"	"10-epi-Cubebol"	"C15H26O"
"C21701[p]"	"Sesterfisherol"	"C25H42O"
"C21702[p]"	"beta-Thujene"	"C10H16"
"C21703[p]"	"Stellata-2,6,19-triene"	"C25H40"
"C21705[p]"	"Guaia-4,6-diene"	"C15H24"
"C21706[p]"	"Pseudolaratriene"	"C20H32"
"C21707[p]"	"Selina-4(15),7(11)-diene"	"C15H24"
"C21708[p]"	"(+)-(2S,3R,9R)-Pristinol"	"C15H26O"
"C21709[p]"	"Nezukol"	"C20H34O"
"C21710[p]"	"5-Hydroxy-alpha-gurjunene"	"C15H26O"
"C21711[p]"	"ent-Atiserene"	"C20H32"
"C21712[p]"	"2-Chloro-N-(2,6-diethylphenyl)acetamide"	"C12H16ClNO"
"C21713[p]"	"Butyl formate"	"C5H10O2"
"C21714[p]"	"ent-13-epi-Manoyl oxide"	"C20H34O"
"C21715[p]"	"(2Z,6E)-Hedycaryol"	"C15H26O"
"C21716[p]"	"beta-Geranylfarnesene"	"C25H40"
"C21717[p]"	"beta-Hexaprene"	"C30H48"
"C21718[p]"	"beta-Heptaprene"	"C35H56"
"C21719[p]"	"2-(L-Cystein-S-yl)-2-(1H-indol-3-yl)acetonitrile"	"C13H13N3O2S"
"C21720[p]"	"(13R)-9,13-Epoxylabd-14-ene"	"C20H34O"
"C21721[p]"	"Camalexin"	"C11H8N2S"
"C21722[p]"	"(R)-Dihydrocamalexate"	"C12H10N2O2S"
"C21723[p]"	"Biliverdin-IX-delta"	"C33H34N4O6"
"C21724[p]"	"Biliverdin-IX-beta"	"C33H34N4O6"
"C21725[p]"	"Manoyl oxide"	"C20H34O"
"C21726[p]"	"Cycloaraneosene"	"C20H32"
"C21727[p]"	"(13E)-Labda-7,13-dien-15-yl diphosphate"	"C20H36O7P2"
"C21728[p]"	"Labda-7,13(16),14-triene"	"C20H32"
"C21729[p]"	"(12E)-Labda-8(17),12,14-triene"	"C20H32"
"C21730[p]"	"epsilon-(gamma-L-Glutamyl)-L-lysine"	"C11H21N3O5"
"C21731[p]"	"2-(Hydroxysulfanyl)hercynine"	"C9H16N3O3S"
"C21732[p]"	"(3S,22S)-2,3:22,23-Diepoxy-2,3,22,23-tetrahydrosqualene"	"C30H50O2"
"C21733[p]"	"Pre-alpha-onocerin"	"C30H50O2"
"C21734[p]"	"alpha-Onocerin"	"C30H50O2"
"C21735[p]"	"(-)-Kolavenyl diphosphate"	"C20H36O7P2"
"C21736[p]"	"4-Sulfanylbutanoate"	"C4H8O2S"
"C21737[p]"	"4,4'-Disulfanediyldibutanoate"	"C8H14O4S2"
"C21738[p]"	"(4R)-4,2'-Dihydroxyisoflavan"	"C15H14O3"
"C21739[p]"	"(3R)-2'-Hydroxyisoflavanone"	"C15H12O3"
"C21740[p]"	"[Sulfatase]-L-cysteine"	"C3H6N2OSR2"
"C21741[p]"	"[Sulfatase]-3-oxo-L-alanine"	"C3H4N2O2R2"
"C21742[p]"	"beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-R"	"C28H47N2O21R"
"C21743[p]"	"beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-R"	"C36H60N3O26R"
"C21744[p]"	"Mn(IV)O2"	"MnO2"
"C21746[p]"	"8-Methylthiooctyl-desulfoglucosinolate"	"C16H31NO6S2"
"C21747[p]"	"N-Acetyl-beta-D-glucosaminyl-(1->4)-D-glucosamine"	"C14H26N2O10"
"C21748[p]"	"5-Fluorouridine diphosphate"	"C9H13FN2O12P2"
"C21749[p]"	"5-Fluorouridine triphosphate"	"C9H14FN2O15P3"
"C21750[p]"	"5-Fluorodeoxyuridine diphosphate"	"C9H13FN2O11P2"
"C21751[p]"	"5-Fluorodeoxyuridine triphosphate"	"C9H14FN2O14P3"
"C21752[p]"	"2-Hydroxyethyl-CoM"	"C4H10O4S2"
"C21753[p]"	"2-Chloro-2-hydroxyethyl-CoM"	"C4H9ClO4S2"
"C21754[p]"	"Isonicotinoyl radical"	"C6H4NO"
"C21758[p]"	"Hepatotoxins"	"X"
"C21759[p]"	"Isonicotinoyl-NAD adduct"	"C27H32N8O15P2"
"C21760[p]"	"Isonicotinoyl-NADP adduct"	"C27H33N8O18P3"
"C21761[p]"	"(3R)-3-Hydroxy-4-oxobutanoate"	"C4H6O4"
"C21762[p]"	"4-Hydroxytryptamine"	"C10H12N2O"
"C21763[p]"	"Long-chain alkane"	"C2H5R"
"C21764[p]"	"5-Hydroxybenzimidazole"	"C7H6N2O"
"C21765[p]"	"Rhizathalene A"	"C20H32"
"C21766[p]"	"4,4'-Diapolycopen-4-al"	"C30H38O"
"C21767[p]"	"Pyridinium-3,5-bisthiocarboxylate mononucleotide"	"C12H15NO9PS2"
"C21768[p]"	"4,4'-Diapolycopen-4-oate"	"C30H38O2"
"C21769[p]"	"Ni(II)-pyridinium-3,5-bisthiocarboxylate mononucleotide"	"C12H13NNiO9PS2"
"C21770[p]"	"4,4'-Diapolycopene-4,4'-dioate"	"C30H36O4"
"C21771[p]"	"L-Firefly luciferin"	"C11H8N2O3S2"
"C21772[p]"	"L-Firefly luciferyl-CoA"	"C32H42N9O18P3S3"
"C21773[p]"	"[(3S,4R)-4-Alkanoyl-5-oxooxolan-3-yl]methyl phosphate"	"C6H8O7PR"
"C21774[p]"	"(4-Alkanoyl-5-oxo-2,5-dihydrofuran-3-yl)methyl phosphate"	"C6H6O7PR"
"C21775[p]"	"1-(4-Methoxyphenyl)-N-methyl-N-[(3-methyloxetan-3-yl)methyl]methanamine"	"C14H21NO2"
"C21776[p]"	"2-({[(4-Methoxyphenyl)methyl](methyl)amino}methyl)-2-methylpropane-1,3-diol"	"C14H23NO3"
"C21777[p]"	"4-Hydroxy-L-tryptophan"	"C11H12N2O3"
"C21778[p]"	"Norbaeocystin"	"C10H13N2O4P"
"C21779[p]"	"Baeocystin"	"C11H15N2O4P"
"C21780[p]"	"alpha-D-Mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol"	"C69H115NO17P2"
"C21781[p]"	"alpha-D-Mannosyl-(1->3)-alpha-D-mannosyl-(1->3)-alpha-D-mannosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol"	"C81H135NO27P2"
"C21782[p]"	"Mogrol"	"C30H52O4"
"C21783[p]"	"Mogroside IE"	"C36H62O9"
"C21784[p]"	"Nerylneryl diphosphate"	"C20H36O7P2"
"C21785[p]"	"N5-Phospho-L-glutamine"	"C5H11N2O6P"
"C21786[p]"	"Oleuropein aglycone"	"C19H22O8"
"C21787[p]"	"S-Sulfinatoglutathione"	"C10H17N3O8S2"
"C21794[p]"	"2-Hydroxyornithine lipid"	"C10H16N2O6R2"
"C21795[p]"	"(3E)-4,8-Dimethylnona-1,3,7-triene"	"C11H18"
"C21796[p]"	"11-Hydroxyferruginol"	"C20H30O2"
"C21797[p]"	"all-trans-3,4-Didehydroretinol"	"C20H28O"
"C21798[p]"	"Adenine in U6 snRNA"	"C10H14N5O7P(C5H8O6PR)n(C5H8O6PR)n"
"C21799[p]"	"N6-Methyladenine in U6 snRNA"	"C11H16N5O7P(C5H8O6PR)n(C5H8O6PR)n"
"C21800[p]"	"(+)-O-Methylkolavelool"	"C21H36O"
"C21801[p]"	"(+)-Demethylpiperitol"	"C19H18O6"
"C21802[p]"	"(+)-Didemethylpinoresinol"	"C18H18O6"
"C21803[p]"	"8-Demethyl-8-formylriboflavin 5'-phosphate"	"C17H19N4O10P"
"C21804[p]"	"8-Carboxy-8-demethylriboflavin 5'-phosphate"	"C17H19N4O11P"
"C21805[p]"	"8-Amino-8-demethylriboflavin 5'-phosphate"	"C16H20N5O9P"
"C21808[p]"	"21-Phosphorifampicin"	"C43H59N4O15P"
"C21811[p]"	"Wall teichoic acid"	"(C36H59N4O26P(C2H5O5P)m(C16H29N2O13P)n)l"
"C21812[p]"	"Wall teichoic acid"	"(C36H59N4O26P(C2H5O5P)m(C13H24NO12P)n)l"
"C21814[p]"	"[SoxY protein]-S-disulfanyl-L-cysteine"	"C3H5NOS3R2"
"C21815[p]"	"[SoxY protein]-S-sulfosulfanyl-L-cysteine"	"C3H5NO4S3R2"
"C21816[p]"	"alpha-D-Galacturonosyl-[(1->2)-alpha-L-rhamnosyl-(1->4)-alpha-D-galacturonosyl]n"	"C6H10O7(C12H18O10)n"
"C21817[p]"	"[(1->2)-alpha-L-Rhamnosyl-(1->4)-alpha-D-galacturonosyl]n"	"C12H20O11(C12H18O10)n"
"C21818[p]"	"Carnosic acid"	"C20H28O4"
"C21819[p]"	"Salviol"	"C20H30O2"
"C21820[p]"	"Maniladiol"	"C30H50O2"
"C21821[p]"	"Daturadiol"	"C30H50O2"
"C21822[p]"	"Sugiol"	"C20H28O2"
"C21823[p]"	"11-Hydroxysugiol"	"C20H28O3"
"C21824[p]"	"11,20-Dihydroxysugiol"	"C20H28O4"
"C21825[p]"	"9beta-Pimara-7,15-diene-3beta-ol"	"C20H32O"
"C21826[p]"	"ent-3beta-Hydroxycassa-12,15-dien-2-one"	"C20H30O2"
"C21827[p]"	"ent-Cassa-12,15-dien-2beta-ol"	"C20H32O"
"C21828[p]"	"ent-Cassa-12,15-dien-2-one"	"C20H30O"
"C21829[p]"	"ent-Cassa-12,15-diene-2beta,3beta-diol"	"C20H32O2"
"C21830[p]"	"11,20-Dihydroxyferruginol"	"C20H30O3"
"C21831[p]"	"ent-2alpha,3alpha-Dihydroxyisokaurene"	"C20H32O2"
"C21832[p]"	"(4S)- 2,3-Dehydroflavan-3,4-diol"	"C15H12O3"
"C21833[p]"	"Kaempferol-3-O-rutinoside"	"C27H30O15"
