,Abbreviation,Description,Reaction
26642,THPPP,Thiamine Pyrophosphate Phosphatase,h2o_c + thmpp_c <==> ppi_c + thmmp_c
26643,TMDK1_1,Thymidine kinase (ATP:thymidine),atp_c + thymd_c <==> adp_c + dtmp_c
26644,TMDPK_1,Thiamine diphosphokinase,atp_c + thm_c <==> amp_c + thmpp_c
26645,TRO2EHL,Trans-Octodec-2-enoyl-ACP hydro-lyase ,3hodACP_c <==> h2o_c + to2eACP_c
26646,TTRCYCtm,Tetracyline/H+ Antiport,h_e + ttrcyc_c <==> h_c + ttrcyc_e
26647,UAAPUAT,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,uacgam_c + updpamaglaa_c <==> h_c + lip2_c + udp_c
26648,UAATAAL,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,alaala_c + atp_c + uamagl_c <==> adp_c + h_c + pi_c + uamaglaa_c
26649,UAGDP_1,UDP-N-acetylglucosamine diphosphorylase,acgam1p_c + utp_c <==> ppi_c + uacgam_c
26650,UAGPT2_1,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,uaGgla_c + uacgam_c <==> uaaGgla_c + udp_c
26651,UAMAGLL,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--lysine ligase,atp_c + lys__L_c + uamag_c <==> adp_c + h_c + pi_c + uamagl_c
26652,UCPP,UTP cytidine 5'-phosphotransferase ,cytd_c + utp_c <==> cmp_c + udp_c
26653,UDCPDPw,Undecaprenyl-diphosphatase (cell wall),h2o_c + udcpdp_w <==> h_c + pi_c + udcpp_w
26654,UDCTPP,DCTP uridine 5'-phosphotransferase ,dctp_c + uri_c <==> dcdp_c + ump_c
26655,URIK2_1,Uridine kinase (GTP:Uridine),gtp_c + uri_c <==> gdp_c + ump_c
26656,WTAAT,Teichoic acid D-alanyltransferase,WTA40r_c + 20.0 pg_MRSA_ala_c <==> WTA40r_ala_w + 20.0 pg_MRSA_c
26657,WTAPGT1,,0.42 PG_ST_w + 0.33 WTA40r_ala_w <==> WTA40raPG_w
26658,WTAPGT2,,0.42 PG_ST_w + 0.33 WTA40r_c <==> WTA40rPG_w
26659,XNAC,XNA condensation,h_c + nadph_c + pyr_c + xNA_c <==> h2o_c + nadp_c + stp_c
26660,SK_2fe1s_c,,2fe1s_c <==> 
26661,NOS1_1,Nitric Oxide Synthase (intermediate forming),arg__L_c + nadph_c + o2_c <==> h2o_c + nadp_c + nwharg_c
26662,2OBUT_Et,2-Oxobutanoate transport (transport mechanism unknown - evidence from biolog data),2obut_e <==> 2obut_c
26663,EX_tre6p_e,"Alpha,alpha'-Trehalose 6-phosphate exchange",tre6p_e <==> 
26664,EX_butACP_e,Butyryl-ACP (n-C4:0ACP) exchange,butACP_e <==> 
26665,ACGAM1P_Et,N-Acetyl-D-glucosamine 1-phosphate transport (transport mechanism unknown - evidence from biolog data),acgam1p_e <==> acgam1p_c
26666,EX_ppap_e,Propanoyl phosphate exchange,ppap_e <==> 
26667,EX_rbl_B_e,Salicin exchange,rbl_B_e <==> 
26668,5DGLCN_Et,5-Dehydro-D-gluconate transport (transport mechanism unknown - evidence from biolog data),5dglcn_e <==> 5dglcn_c
26669,ALL_D_Et,D-Allose transport (transport mechanism unknown - evidence from biolog data),all__D_e <==> all__D_c
26670,RMN_Et,L-Rhamnose transport (transport mechanism unknown - evidence from biolog data),rmn_e <==> rmn_c
26671,ACAC_Et,Acetoacetate transport (transport mechanism unknown - evidence from biolog data),acac_e <==> acac_c
26672,RBL_B_Et,Salicin transport (transport mechanism unknown - evidence from biolog data),rbl_B_e <==> rbl_B_c
26673,TARTR_L_Et,L-tartrate transport (transport mechanism unknown - evidence from biolog data),tartr__L_e <==> tartr__L_c
26674,QUIN_Et,Quinate transport (transport mechanism unknown - evidence from biolog data),quin_e <==> quin_c
26675,MELIB_Et,Melibiose transport (transport mechanism unknown - evidence from biolog data),melib_e <==> melib_c
26676,BIOMASS_LIPIDS_reduced,,0.0026232219828 3g12dgr_MRSA_c + 0.0109370901008 dag_MRSA_c + 0.0212090493893 pg_MRSA_c + 0.00236326444528 pglys_MRSA_c <==> 1gLIPIDSr_c
26677,BIOMASS_iYS_reduced,,1gDNA2_c + 1gLIPIDSr_c + 1gOtherSolutes_r_c + 1gPROTEIN2_c + 1gRNA2_c <==> 
26678,GLUt3,L-glutamatetransport via diffusion,glu__L_c <==> glu__L_e
26679,EX_amdglc_e,4-Hydroxy-benzyl alcohol exchange,amdglc_e <==> 
26680,DCAACPt,,dcaACP_e <==> dcaACP_c
26681,EX_dcaACP_e,4-Hydroxy-benzyl alcohol exchange,dcaACP_e <==> 
26682,SALCt,,salc_e <==> salc_c
26683,EX_salc_e,4-Hydroxy-benzyl alcohol exchange,salc_e <==> 
26684,ARBT6Pt,,arbt6p_e <==> arbt6p_c
26685,3HPAtpp, HPA permease,3hoxpac_p <==> 3hoxpac_c
26686,4HPAtpp, HPA permease,4hoxpac_p <==> 4hoxpac_c
26687,HPCDO, HPC 2 3 dioxygenase,34dhpha_c + o2_c <==> chms_c
26688,CHMSDH, CHMS dehydrogenase,chms_c + h2o_c + nad_c <==> chm_c + h_c + nadh_c
26689,CHMI, CHM isomerase,chm_c <==> opet_c
26690,OPETDC_1, OPET decarboxylase,opet_c <==> co2_c + hhdd_c
26691,PACt, Phenylacetic acid transport,pac_p <==> pac_c
26692,2DHPACCOAH, dihydrophenylacetyl CoA Hydratase,2dhphaccoa_c <==> 2hphaccoa_c + h2o_c
26693,3ntymex, 3 Nitrotyramine transport via diffusion  extracellular to periplasm ,3ntym_e <==> 3ntym_p
26694,34DHPHAtpp, 3 4 dihydroxyphenylacetaldehyde transport,34dhpac_p <==> 34dhpac_c
26695,LIPIDAt1ex, Lipid IVa periplasm transport via vector periplasm to extracellular,LptA_p + lipidA_p <==> lipidA_LptA_p
26696,PETNLA181pp, phosphoethanolamine transferase  c C18 1 ,lipidA_p + pe181_p <==> 12dgr181_p + enlipidA_p
26697,PETNENLA161pp, phosphoethanolamine transferase  c C16 1 ,enlipidA_p + pe161_p <==> 12dgr161_p + 14denlipidA_p
26698,14DENLIPIDAt1ex, diphosphoethanolamine lipid IVa transport via vector periplasm to extracellular,14denlipidA_p + LptA_p <==> 14denlipidA_LptA_p
26699,14DENLIPIDAt2ex, diphosphoethanolamine lipid IVa transport via vector periplasm to extracellular,14denlipidA_LptA_p <==> 14denlipidA_e + LptA_p
26700,LIPAcore, Lipa core abundances,0.375 enlipidA_p + 0.625 lipidA_p <==> lipidA_core_p
26701,LIPIDACOt1ex, Lipid IVa core periplasm transport via vector periplasm to extracellular,LptA_p + lipidA_core_p <==> lipidA_core_LptA_p
26702,LIPIDACOt2ex, Lipid IVa core transport via vector periplasm to extracellular,lipidA_core_LptA_p <==> LptA_p + lipidA_core_e
26703,EDTXSB1, Endotoxin Synthesis  lauroyl transferase ,ddcaACP_c + kdo2lipid4L_c <==> ACP_c + lipaB_c
26704,LIPABabcpp, lipidA  B Structure  transport via ABC system  periplasm ,atp_c + h2o_c + lipaB_c <==> adp_c + h_c + lipaB_p + pi_c
26705,EDTXSF120, Endotoxin Synthesis  phosphotransferase  n C12 0 ,lipaA_p + pa120_p <==> 12dgr120_p + lipaF_p
26706,EDTXSF141, Endotoxin Synthesis  phosphotransferase  n C14 1 ,lipaA_p + pa141_p <==> 12dgr141_p + lipaF_p
26707,EDTXSF160, Endotoxin Synthesis  phosphotransferase  n C16 0 ,lipaA_p + pa160_p <==> 12dgr160_p + lipaF_p
26708,EDTXSF161, Endotoxin Synthesis  phosphotransferase  n C16 1 ,lipaA_p + pa161_p <==> 12dgr161_p + lipaF_p
26709,EDTXSF180, Endotoxin Synthesis  phosphotransferase  n C18 0 ,lipaA_p + pa180_p <==> 12dgr180_p + lipaF_p
26710,LIPAt1ex, Lipid A periplasm transport via vector periplasm to extracellular,LptA_p + lipa_p <==> lipa_LptA_p
26711,LIPAt2ex, Lipid A transport via vector periplasm to extracellular,lipa_LptA_p <==> LptA_p + lipa_e
26712,ENLIPAt2ex, phosphoethanolamine Lipid A transport via vector periplasm to extracellular,enlipa_LptA_p <==> LptA_p + enlipa_e
26713,HEPTA2, heptosyltransferase II LPS core synthesis ,adphep_LD_c + hlipaA_c <==> adp_c + h_c + hhlipaA_c
26714,HEPTA3, heptosyltransferase III  LPS core synthesis ,adphep_LD_c + phhlipaA_c <==> adp_c + h_c + hphhlipa_c
26715,GLCTRA1, glucosyltransferase I LPS core synthesis ,icolipaAR1_c + udpg_c <==> gicolipaAR1_c + h_c + udp_c
26716,GLCR1TRA2, glucosyltransferase II  LPS R1 core synthesis ,ggicolipaAR1_c + udpg_c <==> gggicolipaAR1_c + h_c + udp_c
26717,HEPTB1, heptosyltransferase I LPS core synthesis ,adphep_LD_c + lipaB_c <==> adp_c + h_c + hlipaB_c
26718,HEPTB2, heptosyltransferase II LPS core synthesis ,adphep_LD_c + hlipaB_c <==> adp_c + h_c + hhlipaB_c
26719,HEPTB3, heptosyltransferase III  LPS core synthesis ,adphep_LD_c + phhlipaB_c <==> adp_c + h_c + hphhlipaB_c
26720,COLIPABabcpp, core oligosaccharide lipid A transport via ABC system periplasm ,atp_c + colipaB_c + h2o_c <==> adp_c + colipaB_p + h_c + pi_c
26721,EDTXSCOF1, Endotoxin Synthesis  phosphorylase ,colipa_p + udcpdp_p <==> colipaF_p + udcpp_p
26722,EDTXSCOF181, Endotoxin Synthesis  phosphotransferase  n C18 1 ,colipa_p + pa181_p <==> 12dgr181_p + colipaF_p
26723,O6GALT1, galactosyltransferase I  LPS O6 antigen biosynthesis ,mmagund_c + udpacgal_c <==> gammagund_c + udp_c
26724,O6AUNDtpp, O6 antigen  flippase  cytoplasm to periplasm ,o6aund_c <==> o6aund_p
26725,O6AP2pp, O6 antigen polymerase  periplasm ,o6a2und_p + o6aund_p <==> h_p + o6a3und_p + udcpdp_p
26726,O6AP3pp, O6 antigen polymerase  periplasm ,o6a3und_p + o6aund_p <==> h_p + o6a4und_p + udcpdp_p
26727,O6A4Lpp, O6 anitgen  x4  ligase  periplasm ,colipa_p + o6a4und_p <==> h_p + o6a4colipa_p + udcpdp_p
26728,COLIPAt2ex, core oligosaccharide lipid A transport via vector  periplasm to extracellular ,colipa_LptA_p <==> LptA_p + colipa_e
26729,O6A4COLIPAt2ex, O6 antigen  x4  core oligosaccharide lipid A transport  periplasm to extracellular ,o6a4colipa_LptA_p <==> LptA_p + o6a4colipa_e
26730,ACOLIPAt2ex, arabinose modified core oligosaccharide lipid A transport via vector  periplasm to extracellular ,acolipa_LptA_p <==> LptA_p + acolipa_e
26731,LIPIDIIFLIP, lipid II flippase,uaagmda_c <==> uaagmda_p
26732,NTP3e_1,3.6.5.1-RXN,gtp_c + h2o_c + h_p <==> gdp_c + h_c + pi_c
26733,SUCP,SUCROSE-PHOSPHORYLASE-RXN,pi_c + sucr_c <==> fru_c + g1p_c
26734,LTARTDH,TARTRATE-DEHYDROGENASE-RXN,23oxsucc_c + h_c + nadh_c <==> nad_c + tartr__L_c
26735,ARGMO,ARGININE-2-MONOOXYGENASE-RXN,arg__L_c + o2_c <==> 4gudbd_c + co2_c + h2o_c
26736,CMLBL,CARBOXYMETHYLENEBUTENOLIDASE-RXN,4cnbt_c + h2o_c <==> h_c + malac_c
26737,CPOAT,CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN,cm3ac_c + coa_c <==> accoa_c + cm_c
26738,FDH6r,FORMATE-DEHYDROGENASE-NADP+-RXN,for_c + nadp_c <==> co2_c + nadph_c
26739,APRTO2_1,RXN-1,h2o2_c + h_p + n4abutn_c + nh4_c <==> aprut_c + h2o_c + h_c + o2_c
26740,ASNO,RXN-13456,glu__L_c + nagg_c <==> gln__L_c + naggn_c
26741,TRYPTAOX_1,RXN-1401,h2o_c + h_p + o2_c + trypta_c <==> h2o2_c + h_c + id3acald_c + nh4_c
26742,PGLCNDH_1,1.1.1.43-RXN,6p2dhglcn_c + h_c + nadph_c <==> 6pgc_c + nadp_c
26743,G3PCT_2,2.7.7.39-RXN,cdpglyc_c + h_p + ppi_c <==> ctp_c + glyc3p_c + h_c
26744,UDG4EP,UDPglucose 4-epimerase,dtdpglu_c <==> dtdpgal_c
26745,AADa,,aad_c + coa_c <==> accoa_c + amp_c
26746,FACT,,2obut_c + coa_c <==> for_c + 2.0 ppcoa_c
26747,PPNDH2,,fad_c + ppcoa_c <==> fadh2_c + prpncoa_c
26748,HBCE,3 hydroxyacyl CoA dehydratase  3 hydroxybutanoyl CoA ,3hbcoa_c <==> 3hbcoa__R_c
26749,ANDO1,,anth_c + nadh_c + o2_c <==> catechol_c + co2_c + nad_c + nh3_c
26750,CAOPT,,aact_c + o2_c <==> h2o2_c + mthgxl_c + nh3_c
26751,ASPA1,,Lcyst_c + akg_c <==> ac_c + glu__L_c
26752,ASPA2,,3sala_c + akg_c <==> 3snpyr_c + glu__L_c
26753,HIBUTD,,hibut_c + nad_c <==> h_c + msa_c + nadh_c
26754,HACDH,,h_c + mmtsa_c + nadh_c <==> hibut_c + nad_c
26755,MADH,,mmtsa_c + nad_c <==> co2_c + mmal_c + nadh_c
26756,OOAP,,ala__L_c + mmtsa_c <==> aibut_c + pyr_c
26757,IP3DH,,3c3hmp_c <==> 3c2hmp_c + h2o_c
26758,P5CCD,,glu__L_c + h_c + nadh_c <==> glu5sa_c + nad_c + pi_c
26759,PY5CCR,,1p3h5c_c + nadh_c <==> 4hpro_LT_c + nad_c
26760,PY5CDHE,,1p3h5c_c + 2.0 h2o_c + nadp_c <==> e4hglu_c + h_c + nadph_c
26761,P5CDEG,,e4hglu_c + nad_c <==> 4hglusa_c + nadh_c
26762,CADH,,crtn_c + h2o_c <==> sarcs_c + urea_c
26763,FBFMO,,2.0 h5p_c <==> 2.0 im4ac_c + o2_c
26764,CAOPT3,,dopa_c + o2_c <==> 34dhpac_c + h2o2_c + nh4_c
26765,OMP,,C02442_c + amet_c <==> C06199_c + ahcys_c
26766,AOP,,phe__L_c <==> pad_c
26767,GCN5,,coa_c + pheacgly_c <==> gly_c + phaccoa_c
26768,CTLSE,,2.0 3hanthrn_c + 2.0 o2_c <==> cvn_c + 2.0 h2o2_c
26769,ODH2E,,2oxoadp_c + coa_c + nad_c <==> co2_c + glutcoa_c + nadh_c
26770,MTFF,,5mthf_c + aeioh_c <==> 5fthf_c + h2o_c + mot_c
26771,Q3DHS,,3dhsk_c <==> 34dhbz_c
26772,GGTP2,,glu5pept_c + smscys_c <==> gglusem_c + peptide_c
26773,CERMT,,2ameph_c + crm_cho_c <==> cmp_c + crmp_cho_c
26774,GMNA,,gln__D_c <==> glu__D_c + nh4_c
26775,GGGTPP2,,apn3_c + glu__L_c + h_c <==> ggapn3_c
26776,PPEPTIDO,,uaagtmda_c <==> ppeptido_c + udcpdp_c
26777,PEPTIDO,,ala__D_c + ppeptido_c <==> 0.8 ala__D_e + 0.9208 peptido_c
26778,HT44D,,h_c + nad_c + phthr_c <==> a23op_c + co2_c + nadh_c
26779,P5PSDP,,a23op_c + dxyl5p_c + nad_c <==> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c
26780,DHPSSS,,2ahhmd_c + 4abz_c <==> dhpt_c
26781,BACCL2,,apocarb_c + btamp_c + holocarb_c <==> amp_c
26782,DHI56,,co2_c + dopa_c <==> dhi562_c
26783,ABSD,,lys__L_c + nadph_c + o2_c <==> nadp_c + nhlys_c
26784,SUCMALt,,mal__L_c + succ_e <==> mal__L_e + succ_c
26785,PROR,,pro__L_c <==> pro__D_c
26786,HVE,,3hivcoa_c <==> 3mb2coa_c + h2o_c
26787,PDC,,2ahethmpp_c <==> acald_c + thmpp_c
26788,APAT_1,,atp_c + ppa_c <==> ppad_c + ppi_c
26789,PACPT_1,,coa_c + ppad_c <==> amp_c + h_c + ppcoa_c
26790,ATAH_1,,alltt_c + h2o_c + h_c <==> urdglyc_c + urea_c
26791,DHR_1,,cbasp_c <==> dhor__S_c + h2o_c + h_c
26792,MS_1,,h_c + hcys__L_c + mhpglu_c <==> hpglu_c + met__L_c
26793,MCTC_1,,3mb2coa_c + atp_c + hco3_c <==> 3mgcoa_c + adp_c + pi_c
26794,NADTRHD2,,nadh_c + nadp_c <==> h_c + nad_c + nadph_c
26795,MTAM_1,,5fthf_c + 2.0 h_c <==> h2o_c + methf_c
26796,PPACO,,ACP_c + ppcoa_c <==> coa_c + propacp_c
26797,NONACP,,3.0 malACP_c + 6.0 nadph_c + propacp_c <==> 3.0 ACP_c + 3.0 co2_c + 6.0 nadp_c + nonacp_c
26798,UNDACP,,4.0 malACP_c + 8.0 nadph_c + propacp_c <==> 4.0 ACP_c + 4.0 co2_c + 8.0 nadp_c + undacp_c
26799,DODECACP,,acACP_c + 5.0 malACP_c + 10.0 nadph_c <==> 5.0 ACP_c + 5.0 co2_c + dodecacp_c + 10.0 nadp_c
26800,TRIACP,,5.0 malACP_c + 10.0 nadph_c + propacp_c <==> 5.0 ACP_c + 5.0 co2_c + 10.0 nadp_c + triacp_c
26801,TETACP,,acACP_c + 6.0 malACP_c + 12.0 nadph_c <==> 6.0 ACP_c + 6.0 co2_c + 12.0 nadp_c + tetacp_c
26802,HEPACP,,7.0 malACP_c + 14.0 nadph_c + propacp_c <==> 7.0 ACP_c + 7.0 co2_c + hepacp_c + 14.0 nadp_c
26803,HEPEACP,,7.0 malACP_c + 13.0 nadph_c + propacp_c <==> 7.0 ACP_c + 7.0 co2_c + hepeacp_c + 13.0 nadp_c
26804,NONAACP,,8.0 malACP_c + 16.0 nadph_c + propacp_c <==> 8.0 ACP_c + 8.0 co2_c + 16.0 nadp_c + nonaacp_c
26805,DECACID,,atp_c + 5.0 coa_c + decacid_c + 4.0 fad_c + 4.0 nad_c <==> 5.0 accoa_c + amp_c + 4.0 fadh2_c + 4.0 nadh_c + ppi_c
26806,TETDECACID,,atp_c + 7.0 coa_c + 6.0 fad_c + 6.0 nad_c + tetdecacid_c <==> 7.0 accoa_c + amp_c + 6.0 fadh2_c + 6.0 nadh_c + ppi_c
26807,HEXDECACID,,atp_c + 8.0 coa_c + 7.0 fad_c + hexadecacid_c + 7.0 nad_c <==> 8.0 accoa_c + amp_c + 7.0 fadh2_c + 7.0 nadh_c + ppi_c
26808,HEXEDECACID,,atp_c + 8.0 coa_c + 7.0 fad_c + hexedecacid_c + 7.0 nad_c <==> 8.0 accoa_c + amp_c + 7.0 fadh2_c + 7.0 nadh_c + ppi_c
26809,OCTDECACID,,atp_c + 9.0 coa_c + 8.0 fad_c + 8.0 nad_c + octadecacid_c <==> 9.0 accoa_c + amp_c + 8.0 fadh2_c + 8.0 nadh_c + ppi_c
26810,TAM2,,dodecacp_c + fadh2_c + o2_c <==> ACP_c + bhdodec_c + fad_c
26811,TAM3,,o2_c + rdxr_c + tetacp_c <==> ACP_c + bhtetdec_c + rdxo_c
26812,TAM4,,fadh2_c + o2_c + tetacp_c <==> ACP_c + bhtetdec_c + fad_c
26813,TAM5,,alkane_c + o2_c + rdxr_c <==> primAlc_c + rdxo_c
26814,FDR,,nadph_c + rdxo_c <==> h_c + nadp_c + rdxr_c
26815,ALDDHYD,,aldehyde_c + nad_c <==> 0.041 bhdodec_c + 0.015 decacid_c + 0.048 dodecacid_c + 0.017 hepadecacid_c + 0.016 hepedecacid_c + 0.281 hexadecacid_c + 0.192 hexedecacid_c + nadh_c + 0.008 octadecacid_c + 0.375 octedecacid_c + 0.003 pendecacid_c + 0.003 tetdecacid_c
26816,DILIP,,12dgr160_c <==> ag160_c + 0.041 bhdodec_c + 0.015 decacid_c + 0.048 dodecacid_c + 0.017 hepadecacid_c + 0.016 hepedecacid_c + 0.281 hexadecacid_c + 0.192 hexedecacid_c + 0.008 octadecacid_c + 0.375 octedecacid_c + 0.003 pendecacid_c + 0.003 tetdecacid_c
26817,TRILIP,,tg160_c <==> 12dgr160_c + 0.041 bhdodec_c + 0.015 decacid_c + 0.048 dodecacid_c + 0.017 hepadecacid_c + 0.016 hepedecacid_c + 0.281 hexadecacid_c + 0.192 hexedecacid_c + 0.008 octadecacid_c + 0.375 octedecacid_c + 0.003 pendecacid_c + 0.003 tetdecacid_c
26818,ACTF,,accoa_c + glyc3p_c <==> aglp2_c + coa_c
26819,G3POACTF,,0.041 bhdodec_c + 0.015 decacp_c + 0.048 dodecacp_c + glyc3p_c + 0.017 hepacp_c + 0.016 hepeacp_c + 0.281 hexacp_c + 0.192 hexeacp_c + 0.008 octacp_c + 0.375 octeacp_c + 0.003 penacp_c + 0.003 tetacp_c <==> 0.958 ACP_c + aglp_c
26820,AGLPACTF,,aglp_c + 0.041 bhdodec_c + 0.015 decacp_c + 0.048 dodecacp_c + 0.017 hepacp_c + 0.016 hepeacp_c + 0.281 hexacp_c + 0.192 hexeacp_c + 0.008 octacp_c + 0.375 octeacp_c + 0.003 penacp_c + 0.003 tetacp_c <==> 0.958 ACP_c + 0.958 pa160_c
26821,CLS,,cdpdhdecg_c + pg160_c <==> clpn160_c + cmp_c
26822,PLCC,,pc160_c <==> 12dgr160_c + cholp_c
26823,PLCE,,pe160_c <==> 12dgr160_c + ethamp_c
26824,UNGSA1,,tetacp_c + uacgam_c <==> ACP_c + u3aga_c
26825,UNGSA2,,tetacp_c + u3hga_c <==> ACP_c + h_c + u23ga_c
26826,SK_ACP_c,,ACP_c <==> 
26827,PYR5CD2,,1pyr5c_c + 2.0 h2o_c + nadp_c <==> glu__L_c + h_c + nadh_c
26828,GLCD,,glc__D_c + nadp_c <==> glcn_c + nadph_c
26829,ARApts,,pep_c + xyl__D_e <==> pyr_c + xu5p__D_c
26830,PROTEIN,,0.488 ala__L_c + 0.281 arg__L_c + 0.229 asn__L_c + 0.229 asp__L_c + 40.0 atp_c + 0.087 cys__L_c + 0.25 gln__L_c + 0.25 glu__L_c + 0.582 gly_c + 0.09 his__L_c + 0.276 ile__L_c + 0.428 leu__L_c + 0.326 lys__L_c + 0.146 met__L_c + 0.176 phe__L_c + 0.21 pro__L_c + 0.205 ser__L_c + 0.241 thr__L_c + 0.054 trp__L_c + 0.131 tyr__L_c + 0.402 val__L_c <==> 40.0 adp_c + 40.0 pi_c + protein_c
26831,DNA,,4.4 atp_c + 0.987 datp_c + 0.631 dctp_c + 0.631 dgtp_c + 0.987 dttp_c <==> 4.4 adp_c + 4.4 pi_c + 3.237 ppi_c
26832,RNA,,2.045 atp_c + 0.686 ctp_c + 0.92 gtp_c + 0.689 utp_c <==> 1.25 adp_c + 1.25 pi_c + 3.091 ppi_c + rna_c
26833,DM_rna_c,,rna_c <==> 
26834,DM_cav_c,,cav_c <==> 
26835,PHOSPHOLIPID,,0.12 2agpe160_c + 0.168 clpn160_c + 0.548 pe160_c + 0.302 pg160_c <==> phospholipid_c
26836,DM_lps_c,,lps_c <==> 
26837,BIOMASS__3,,46.0 atp_c + 0.03 cav_c + 0.02 lipids_c + 0.005 lps_c + 0.027 peptido_c + 0.04 phospholipid_c + 0.6 protein_c + 0.19 rna_c <==> 46.0 adp_c + biomass_c + 46.0 pi_c
26838,PUTAM,2.6.1.82-RXN,akg_c + ptrc_c <==> glu__L_c + h2o_c + pyrr_c
26839,CHDLDH,CYCLOHEXADIENYL-DEHYDROGENASE-RXN,co2_c + nadh_c + tyr__L_c <==> Largn_c + nad_c
26840,DHXAN,DHLBXANAU-RXN,cl_c + glyclt_c + h_c <==> chlac_c + h2o_c
26841,ARABD,L-ARABINOSE-1-DEHYDROGENASE-RXN,Lara14lac_c + h_c + nadh_c <==> arab__L_c + nad_c
26842,IDTDH,L-IDITOL-2-DEHYDROGENASE-RXN,h_c + nadh_c + srb__L_c <==> idt_c + nad_c
26843,ANSN,Anthranilate synthase (NH3),chor_c + nh3_c <==> anth_c + h2o_c + pyr_c
26844,NOR_syn_1,Ferredoxin-Nitrite Reductase,6.0 fdxrd_c + 7.0 h_c + no2_c <==> 6.0 fdxo_2_2_c + 2.0 h2o_c + nh3_c
26845,ARGOXu,"Amine oxidase (L-Arginine,thylakoid)",arg__L_c + h2o_c + pq_u <==> 5g2op_c + h_c + nh3_c + pqh2_u
26846,UREA_1,Urease,h2o_c + urea_c <==> co2_c + 2.0 nh3_c
26847,BIOMASS_Ec_SynAuto_1,Autotrophic Biomass Growth,0.000223 10fthf_c + 0.000223 5mthf_c + 0.000279 accoa_c + 0.000223 adocbl_c + 0.39075 ala__L_c + 0.000223 amet_c + 0.23195 arg__L_c + 0.18658 asn__L_c + 0.23149 asp__L_c + 0.00026324 avite1_c + 53.4862 atp_c + 0.0034222 caro_c + 1.4478e-05 bvite_c + 0.004512 ca2_c + 0.021191 cholphya_c + 0.000223 chor_c + 0.0001675 coa_c + 0.0030293 cobalt2_c + 0.1241 ctp_c + 0.003008 cu2_c + 0.045834 cys__L_c + 0.026311 datp_c + 0.024022 dctp_c + 0.020767 dgdg160_c + 0.0015338 dgdg161_c + 0.0003552 dgdg180_c + 0.00046418 dgdg181_9_c + 0.00046418 dgdg181_c + 0.0053017 dgdg182_9_12_c + 0.011532 dgdg183_6_9_12_c + 0.00015136 dgdg183_9_12_15_c + 0.00062563 dgdg184_6_9_12_15_c + 0.024092 dgtp_c + 0.00022376 dtocophe_c + 0.026402 dttp_c + 0.025228 e11_p + 0.0025182 echin_c + 0.0002233 fad_c + 0.006816 fe2_c + 0.006816 fe3_c + 0.0016142 gcarote_c + 0.25602 gln__L_c + 0.27871 glu__L_c + 0.33982 gly_c + 0.21031 glycogen_c + 0.000223 gthrd_c + 1.4478e-05 gtocophe_c + 0.13259 gtp_c + 48.7499 h2o_c + 0.000223 hemeA_c + 0.000223 hemeO_c + 0.085649 his__L_c + 0.28889 ile__L_c + 0.1692 k_c + 0.52501 leu__L_c + 0.025228 lipidAds_c + 0.1926 lys__L_c + 3.1267e-05 malcoa_c + 0.090279 met__L_c + 0.0075733 mg2_c + 0.030329 mgdg160_c + 0.0017653 mgdg161_c + 7.8137e-05 mgdg180_c + 0.00072349 mgdg181_9_c + 0.00072349 mgdg181_c + 0.0096572 mgdg182_9_12_c + 0.014397 mgdg183_6_9_12_c + 7.2349e-05 mgdg183_9_12_15_c + 0.00043409 mgdg184_6_9_12_15_c + 0.0002233 mlthf_c + 0.003029 mn2_c + 0.0030293 mobd_c + 0.003787 na1_c + 0.0017867 nad_c + 4.4667e-05 nadh_c + 0.00011167 nadp_c + 0.000335 nadph_c + 0.01136 nh4_c + 0.0079965 pg160_c + 0.00013632 pg161_c + 0.00027416 pg180_c + 0.00051025 pg181_9_c + 0.00051025 pg181_c + 0.0051823 pg182_9_12_c + 1e-06 pg183_6_9_12_c + 0.0012947 pg183_9_12_15_c + 1e-06 pg184_6_9_12_15_c + 0.18473 phe__L_c + 0.00022333 pheme_c + 0.0016444 phllqne_c + 0.23611 pro__L_c + 0.03327 ptrc_c + 0.00022333 ribflv_c + 0.26713 ser__L_c + 0.003787 so4_c + 0.0067443 spmd_c + 0.023887 sqdg160_c + 0.0027596 sqdg161_c + 0.00052434 sqdg180_c + 0.0030684 sqdg181_9_c + 0.0030684 sqdg181_c + 0.0081564 sqdg182_9_12_c + 0.00025246 sqdg183_6_9_12_c + 0.00034956 sqdg183_9_12_15_c + 1e-06 sqdg184_6_9_12_15_c + 9.8267e-05 succoa_c + 0.00022333 thf_c + 0.25278 thr__L_c + 0.071297 trp__L_c + 0.13426 tyr__L_c + 5.353e-05 udcpdp_c + 0.13735 utp_c + 0.31019 val__L_c + 0.0029056 zeax_c + 0.003008 zn2_c <==> 53.35 adp_c + 53.35 h_c + 53.3462 pi_c + 0.63107 ppi_c
